Strike_Type,Camera_Angle,Video_Name,Frame_ID,R_Elbow_Angle,L_Elbow_Angle,R_Shoulder_Angle,L_Shoulder_Angle,R_Wrist_Angle,L_Wrist_Angle,R_Hip_Angle,L_Hip_Angle,R_Knee_Angle,L_Knee_Angle,Torso_Lean,Head_Dir_X,Head_Dir_Y,Dist_Wrists,Dist_R_Wrist_Shoulder,Dist_L_Wrist_Shoulder
strike_7,front,strike_7.9,5.jpg,153.43,96.11,110.17,12.16,,,170.13,159.23,174.26,168.11,176.48,-3.12,9.36,169.8,126.39,136.9
strike_7,front,strike_7.9,5.jpg,156.8,98.39,13.81,23.13,,,,,,,172.94,-21.86,4.68,49.38,79.8,60.75
strike_7,front,strike_7.9,6.jpg,152.99,99.63,113.59,4.11,,,170.08,156.38,176.84,161.17,176.42,0.0,6.27,186.19,130.53,146.31
strike_7,front,strike_7.9,6.jpg,115.75,96.74,33.49,24.5,,,,,,,173.01,-20.36,3.13,4.7,70.96,60.27
strike_7,front,strike_7.9,7.jpg,165.38,99.42,120.14,2.04,,,167.89,151.52,176.44,153.73,176.37,3.17,3.17,191.76,123.15,142.54
strike_7,front,strike_7.9,7.jpg,108.76,101.78,22.98,26.92,,,165.07,161.89,,,172.41,-20.73,4.36,11.12,66.35,61.47
strike_7,front,strike_7.9,8.jpg,168.45,98.75,122.63,0.42,,,167.89,156.09,178.9,156.51,177.27,-0.0,6.32,200.01,122.81,140.44
strike_7,front,strike_7.9,8.jpg,105.95,111.6,25.41,27.05,,,177.87,161.41,,127.55,172.6,-20.8,6.57,6.57,68.54,64.65
strike_7,front,strike_7.9,9.jpg,180.0,108.43,123.85,5.06,,,170.02,156.5,179.3,152.97,176.25,0.0,12.66,225.43,119.45,130.51
strike_7,front,strike_7.9,9.jpg,153.07,110.92,11.46,28.12,,,172.71,163.28,139.3,122.07,171.14,-19.51,6.5,81.97,74.23,62.09
strike_7,front,strike_7.9,10.jpg,177.74,111.5,125.58,6.56,,,165.11,157.74,176.12,159.23,176.37,0.0,12.63,221.04,110.48,139.08
strike_7,front,strike_7.9,10.jpg,174.81,102.99,17.08,24.3,,,156.13,164.74,138.54,,170.54,-20.39,6.12,95.03,77.58,59.26
strike_7,front,strike_7.9,11.jpg,174.22,118.84,115.75,6.56,,,167.43,155.65,179.08,148.17,175.46,-3.16,9.47,228.68,112.9,136.53
strike_7,front,strike_7.9,11.jpg,174.84,104.04,21.86,22.1,,,173.02,178.02,145.36,161.79,167.55,-21.55,6.16,97.93,76.4,59.67
strike_7,front,strike_7.9,12.jpg,180.0,131.19,118.35,8.88,,,167.43,162.99,179.02,157.83,176.42,-0.0,6.19,245.28,110.73,127.61
strike_7,front,strike_7.9,12.jpg,172.95,102.62,21.61,25.32,,,162.06,160.05,,,170.88,-20.82,4.96,104.76,77.42,58.55
strike_7,front,strike_7.9,13.jpg,173.99,135.0,118.35,9.16,,,164.82,165.64,178.87,156.37,176.37,0.0,6.17,244.24,107.72,124.89
strike_7,front,strike_7.9,13.jpg,171.87,118.46,24.65,26.07,,,163.61,157.1,,,169.81,-19.67,6.84,97.14,70.52,55.5
strike_7,front,strike_7.9,14.jpg,173.99,133.62,112.35,14.36,,,164.82,165.64,178.87,152.19,176.37,0.0,6.15,247.98,107.43,122.57
strike_7,front,strike_7.9,14.jpg,179.58,158.39,27.26,24.44,,,166.84,172.8,,,169.76,-21.55,6.29,90.31,72.77,66.08
strike_7,front,strike_7.9,15.jpg,175.6,142.12,104.04,20.19,,,167.2,168.63,178.18,161.57,175.53,0.0,11.93,245.91,105.68,120.62
strike_7,front,strike_7.9,15.jpg,177.09,,26.76,28.51,,,,,,,172.63,-18.36,5.51,,74.9,
strike_7,front,strike_7.9,16.jpg,174.09,149.04,104.04,23.48,,,166.61,166.56,178.14,156.47,174.47,-0.0,6.13,238.05,93.77,110.51
strike_7,front,strike_7.9,17.jpg,171.18,161.56,97.13,20.47,,,166.61,170.84,178.14,160.35,175.39,0.0,9.14,246.67,93.18,109.81
strike_7,front,strike_7.9,17.jpg,,,,,,,,,,,,-16.69,2.09,,,
strike_7,front,strike_7.9,18.jpg,180.0,155.17,90.0,27.32,,,163.3,166.78,175.57,154.2,174.64,-6.06,9.09,241.41,90.93,103.76
strike_7,front,strike_7.9,19.jpg,172.87,160.56,82.87,35.73,,,164.05,170.84,176.32,159.44,175.46,0.0,8.81,244.53,88.3,98.47
strike_7,front,strike_7.9,20.jpg,171.87,175.39,88.15,29.72,,,167.81,170.84,177.73,159.44,174.47,0.0,5.9,241.13,88.73,93.32
strike_7,front,strike_7.9,21.jpg,180.0,176.82,72.21,40.7,,,167.81,166.56,173.4,156.95,173.56,0.0,5.87,237.77,85.44,86.64
strike_7,front,strike_7.9,22.jpg,175.24,165.96,65.01,49.48,,,170.48,168.63,174.13,156.95,174.64,0.0,14.72,235.74,82.03,93.13
strike_7,front,strike_7.9,23.jpg,180.0,171.16,63.43,48.69,,,165.26,171.12,167.98,159.44,175.6,-0.0,8.87,228.4,79.3,80.4
strike_7,front,strike_7.9,24.jpg,166.76,174.81,48.46,50.43,,,170.43,171.87,168.69,165.14,173.85,0.0,11.76,229.93,84.78,70.78
strike_7,front,strike_7.9,25.jpg,175.03,159.23,54.52,65.08,,,171.01,171.98,169.22,165.25,173.76,2.97,11.87,225.84,80.72,71.47
strike_7,front,strike_7.9,26.jpg,173.88,174.81,46.62,62.17,,,175.45,168.02,171.87,162.65,172.12,-2.95,8.84,229.73,88.36,70.93
strike_7,front,strike_7.9,27.jpg,163.5,172.88,38.02,66.61,,,173.66,169.7,168.5,159.44,173.85,2.96,8.87,231.22,87.88,68.94
strike_7,front,strike_7.9,28.jpg,174.81,157.62,38.02,66.93,,,176.35,169.38,174.56,163.61,173.76,2.96,11.84,226.95,88.03,71.55
strike_7,front,strike_7.9,29.jpg,178.06,150.26,38.81,70.87,,,176.35,169.38,174.56,161.57,173.76,-0.0,8.91,229.58,92.81,69.54
strike_7,front,strike_7.9,30.jpg,176.82,126.87,24.83,72.32,,,179.13,173.61,179.24,166.1,174.73,0.0,8.83,227.18,100.05,71.6
strike_7,front,strike_7.9,31.jpg,179.24,135.0,23.96,78.78,,,174.81,168.02,174.81,163.61,173.95,2.9,8.69,234.74,101.23,69.8
strike_7,front,strike_7.9,32.jpg,169.38,145.62,26.57,84.36,,,175.03,169.7,175.03,162.65,174.81,-2.89,8.67,238.26,106.24,75.12
strike_7,front,strike_7.9,32.jpg,,,,,,,,,,,,-17.85,4.66,,,
strike_7,front,strike_7.9,33.jpg,175.96,148.67,19.98,90.49,,,177.4,171.38,177.4,164.48,175.6,2.88,14.4,250.15,109.32,81.48
strike_7,front,strike_7.9,33.jpg,147.53,98.23,21.5,20.43,,,178.67,175.11,,,169.77,-19.2,3.03,28.94,71.51,56.04
strike_7,front,strike_7.9,34.jpg,175.83,128.66,16.7,92.28,,,175.03,168.89,171.85,161.99,175.6,0.0,14.34,244.96,112.66,83.49
strike_7,front,strike_7.9,34.jpg,150.22,96.66,13.54,20.7,,,,,,,168.25,-17.38,5.29,35.15,72.23,56.16
strike_7,front,strike_7.9,35.jpg,178.78,127.88,11.31,91.49,,,177.4,171.38,177.4,164.48,175.53,-0.0,8.76,243.06,113.4,79.44
strike_7,front,strike_7.9,35.jpg,141.75,93.33,9.44,18.64,,,,,,,170.09,-18.75,3.91,38.44,73.76,54.58
strike_7,front,strike_7.9,36.jpg,171.17,140.26,9.55,99.07,,,175.8,171.09,173.62,167.61,175.87,1.19,11.01,241.33,124.85,80.58
strike_7,front,strike_7.9,36.jpg,153.43,96.62,9.16,23.6,,,,172.01,,,171.87,-18.27,4.98,51.6,78.09,56.5
strike_7,front,strike_7.9,37.jpg,175.84,137.88,3.69,95.7,,,175.93,171.43,177.62,170.54,176.38,4.21,13.36,240.62,131.42,79.33
strike_7,front,strike_7.9,37.jpg,,96.12,,25.08,,,,173.29,,,175.33,-19.2,4.36,,,54.65
strike_7,front,strike_7.9,38.jpg,173.28,145.59,2.56,99.43,,,178.3,170.58,178.99,171.84,175.54,1.12,13.19,236.25,134.96,75.39
strike_7,front,strike_7.9,38.jpg,,94.4,,25.99,,,,178.98,,,175.03,-20.63,5.38,,,54.65
strike_7,front,strike_7.9,39.jpg,174.09,141.34,4.4,99.16,,,180.0,170.84,176.99,174.29,175.24,5.93,11.86,235.34,143.39,74.99
strike_7,front,strike_7.9,39.jpg,,101.72,,28.38,,,170.65,176.1,,,176.05,-19.63,5.35,,,55.08
strike_7,front,strike_7.9,40.jpg,173.49,124.25,6.77,79.41,,,178.03,174.64,176.82,173.66,178.12,5.97,8.96,229.4,146.38,79.66
strike_7,front,strike_7.9,40.jpg,177.71,96.92,7.61,31.18,,,,162.78,,,175.45,-19.03,7.25,91.74,76.16,56.89
strike_7,front,strike_7.9,41.jpg,165.65,132.06,6.06,88.99,,,175.42,170.15,179.59,168.74,175.31,0.0,11.85,233.52,156.89,80.6
strike_7,front,strike_7.9,41.jpg,175.24,101.89,8.13,31.33,,,152.1,166.25,,146.81,174.37,-17.27,6.48,85.06,71.26,55.03
strike_7,front,strike_7.9,42.jpg,175.36,109.59,9.4,81.18,,,175.6,167.68,170.8,165.83,177.23,2.9,8.7,241.76,173.05,75.41
strike_7,front,strike_7.9,42.jpg,173.01,103.63,12.72,36.25,,,148.05,172.23,135.33,167.78,176.73,-17.91,6.71,99.42,72.49,56.13
strike_7,front,strike_7.9,43.jpg,169.58,102.34,10.62,73.93,,,180.0,168.11,173.66,165.77,176.25,-0.0,14.34,236.23,172.56,72.56
strike_7,front,strike_7.9,43.jpg,165.3,101.07,9.92,33.69,,,174.51,153.43,,,178.26,-17.3,6.92,103.26,73.29,55.73
strike_7,front,strike_7.9,44.jpg,174.38,96.91,14.04,63.22,,,180.0,167.89,169.99,168.8,176.37,5.78,8.67,235.31,181.06,71.5
strike_7,front,strike_7.9,44.jpg,166.53,101.89,14.68,34.51,,,144.71,153.43,,,178.39,-19.32,4.55,109.94,78.37,57.95
strike_7,front,strike_7.9,45.jpg,165.43,70.75,16.39,57.79,,,177.4,161.1,175.48,158.07,176.05,3.16,9.48,218.27,184.24,59.95
strike_7,front,strike_7.9,45.jpg,173.71,93.39,22.87,30.41,,,176.84,163.94,136.74,175.74,175.17,-14.56,6.72,109.23,75.1,52.1
strike_7,front,strike_7.9,46.jpg,169.59,49.4,22.68,44.72,,,175.15,158.11,172.11,155.96,174.9,-3.18,9.55,201.29,182.28,51.32
strike_7,front,strike_7.9,46.jpg,169.73,100.3,23.36,35.28,,,151.31,178.99,156.73,128.31,175.03,-18.08,6.38,116.13,76.7,55.31
strike_7,front,strike_7.9,47.jpg,169.59,48.18,24.79,42.99,,,170.32,156.36,178.32,152.47,174.81,3.23,12.91,200.37,184.8,53.22
strike_7,front,strike_7.9,47.jpg,174.33,99.73,25.89,32.87,,,152.83,173.79,160.41,136.0,175.03,-17.88,4.21,112.91,73.88,54.7
strike_7,front,strike_7.9,48.jpg,164.97,33.69,25.83,39.6,,,172.6,152.84,178.07,152.74,175.84,6.28,9.42,183.86,188.52,37.68
strike_7,front,strike_7.9,48.jpg,174.9,98.65,24.61,35.22,,,149.25,173.42,85.03,141.58,176.13,-15.25,5.08,110.97,75.21,53.67
strike_7,front,strike_7.9,49.jpg,156.25,17.3,25.2,36.21,,,170.61,148.44,175.43,156.04,174.19,0.0,9.2,171.88,192.54,25.29
strike_7,front,strike_7.9,49.jpg,177.3,100.44,25.41,33.79,,,156.84,174.62,,135.13,174.74,-15.73,3.93,108.58,77.25,53.7
strike_7,front,strike_7.9,50.jpg,163.57,16.26,29.29,32.28,,,170.94,151.46,175.51,157.17,175.07,-0.0,14.92,161.25,182.2,24.61
strike_7,front,strike_7.9,50.jpg,171.62,100.3,18.98,36.87,,,162.46,180.0,146.62,136.64,175.17,-16.74,4.19,108.05,75.15,54.42
strike_7,front,strike_7.9,51.jpg,153.08,1.22,29.44,25.56,,,170.57,153.87,178.07,167.54,174.9,0.0,15.66,138.37,184.23,33.73
strike_7,front,strike_7.9,51.jpg,179.1,96.09,14.41,31.75,,,175.84,178.56,,,173.58,-18.12,2.72,101.09,71.02,52.16
strike_7,front,strike_7.9,52.jpg,148.86,8.13,29.94,23.79,,,175.35,155.35,176.26,175.33,176.19,6.03,12.06,128.94,179.94,42.65
strike_7,front,strike_7.9,52.jpg,179.21,96.31,7.83,30.39,,,163.27,176.14,,,175.29,-16.74,3.72,96.72,78.2,55.95
strike_7,front,strike_7.9,53.jpg,142.34,12.35,31.98,27.01,,,170.72,153.36,178.48,179.89,174.19,6.04,12.09,126.2,179.69,36.26
strike_7,front,strike_7.9,53.jpg,177.4,96.92,5.09,29.21,,,172.63,177.88,169.12,,173.16,-17.95,3.99,90.67,73.83,53.71
strike_7,front,strike_7.9,54.jpg,152.82,20.95,38.3,27.01,,,175.35,153.36,175.89,173.73,175.16,6.0,18.01,110.37,174.09,42.45
strike_7,front,strike_7.9,54.jpg,,100.44,19.01,27.52,,,172.3,169.26,159.62,160.29,172.97,-18.8,5.22,,,57.05
strike_7,front,strike_7.9,55.jpg,136.56,18.77,38.37,26.94,,,175.28,155.66,175.48,170.79,175.91,6.19,12.39,94.56,172.24,43.36
strike_7,front,strike_7.9,55.jpg,105.26,96.41,35.96,25.72,,,177.73,162.78,,,174.22,-19.63,2.94,8.09,65.24,55.41
strike_7,front,strike_7.9,56.jpg,134.37,18.77,40.71,26.75,,,175.23,155.0,175.6,171.64,176.05,6.17,12.34,88.98,167.83,43.19
strike_7,front,strike_7.9,56.jpg,,98.27,29.28,23.12,,,176.83,159.6,,,173.66,-18.22,5.75,,,55.75
strike_7,front,strike_7.9,57.jpg,127.51,36.03,42.71,24.96,,,180.0,153.71,176.42,170.79,175.84,6.2,12.41,62.04,160.94,62.04
strike_7,front,strike_7.9,57.jpg,156.92,99.51,15.71,23.28,,,176.96,163.16,,,174.56,-18.99,4.52,53.42,81.0,54.21
strike_7,front,strike_7.9,58.jpg,120.77,41.63,40.24,32.47,,,177.14,154.8,173.32,173.83,176.93,6.27,12.53,56.05,159.76,62.98
strike_7,front,strike_7.9,58.jpg,138.18,93.13,12.43,25.57,,,179.03,167.98,,,174.07,-18.23,6.08,43.82,72.52,53.47
strike_7,front,strike_7.9,59.jpg,125.47,45.58,40.24,30.21,,,177.27,153.97,173.19,172.97,176.05,3.1,12.4,58.5,160.85,62.0
strike_7,front,strike_7.9,59.jpg,134.31,95.69,14.78,24.61,,,179.06,167.42,,,174.81,-20.88,4.18,38.33,72.73,53.24
strike_7,front,strike_7.9,60.jpg,121.06,152.97,41.78,21.63,,,176.26,153.97,166.16,175.24,175.16,6.23,12.46,95.13,156.31,155.81
strike_7,front,strike_7.9,60.jpg,140.3,98.5,25.56,23.61,,,175.82,175.43,,,175.18,-19.14,5.47,30.17,70.9,52.2
strike_7,front,strike_7.9,61.jpg,114.08,67.38,42.51,27.98,,,174.29,155.35,169.89,179.31,177.18,6.28,12.56,44.39,152.87,75.59
strike_7,front,strike_7.9,61.jpg,134.62,93.5,23.79,24.63,,,169.63,176.35,,,173.88,-20.58,5.37,28.85,69.69,52.17
strike_7,front,strike_7.9,62.jpg,112.38,94.4,45.0,36.49,,,171.03,152.67,166.94,175.85,177.14,6.31,12.62,8.92,157.7,80.78
strike_7,front,strike_7.9,62.jpg,132.72,88.96,22.99,25.88,,,167.81,,,,174.23,-18.4,5.26,31.34,70.72,52.1
strike_7,front,strike_7.9,63.jpg,113.05,83.42,47.49,23.8,,,168.69,159.49,163.93,178.56,178.03,3.23,12.91,0.0,153.41,77.71
strike_7,front,strike_7.9,63.jpg,124.85,97.27,17.89,21.0,,,173.66,174.53,,174.76,172.09,-20.54,4.11,28.54,69.78,54.23
strike_7,front,strike_7.9,64.jpg,111.47,63.1,52.43,28.14,,,168.11,158.78,172.51,174.74,178.06,-0.0,12.84,9.08,149.88,69.44
strike_7,front,strike_7.9,64.jpg,141.52,101.1,23.66,25.6,,,167.17,179.61,,,172.69,-19.21,4.8,31.79,73.39,54.22
strike_7,front,strike_7.9,65.jpg,111.58,,50.19,24.15,,,165.96,155.0,165.96,172.97,177.04,0.0,16.06,41.13,149.97,81.26
strike_7,front,strike_7.9,65.jpg,137.94,93.69,20.48,24.16,,,174.92,173.97,,,173.66,-18.34,4.17,29.83,68.43,51.48
strike_7,front,strike_7.9,66.jpg,103.38,38.9,41.99,24.96,,,165.96,151.92,175.43,169.24,175.99,6.54,13.08,20.68,133.41,65.41
strike_7,front,strike_7.9,66.jpg,145.86,100.51,13.05,25.81,,,,170.11,,,173.4,-17.94,6.52,45.35,71.94,55.48
strike_7,front,strike_7.9,67.jpg,102.73,5.62,45.68,25.36,,,161.26,156.76,168.06,169.91,178.03,3.26,13.05,33.27,138.41,70.27
strike_7,front,strike_7.9,67.jpg,105.37,96.46,24.7,26.07,,,174.94,179.57,,,172.36,-18.71,4.25,8.67,63.52,53.39
strike_7,front,strike_7.9,68.jpg,96.09,24.78,47.73,30.68,,,165.96,157.39,176.27,168.5,176.99,3.27,6.55,14.64,131.57,55.54
strike_7,front,strike_7.9,68.jpg,124.78,100.97,40.45,25.09,,,171.63,178.44,,163.8,172.35,-18.56,4.12,12.54,62.02,52.56
strike_7,front,strike_7.9,69.jpg,92.73,28.35,47.73,30.89,,,165.26,157.19,178.25,168.27,176.93,0.0,13.01,55.56,130.22,66.32
strike_7,front,strike_7.9,69.jpg,114.69,98.67,29.42,29.51,,,170.64,178.66,,,175.12,-16.68,7.02,8.78,69.16,51.18
strike_7,front,strike_7.9,70.jpg,90.0,38.66,47.05,28.86,,,166.52,159.97,176.57,166.54,176.93,3.26,9.78,61.85,124.04,72.89
strike_7,front,strike_7.9,70.jpg,106.48,102.35,28.43,28.64,,,164.4,170.56,150.52,150.5,176.53,-16.55,5.52,6.62,66.37,58.24
strike_7,front,strike_7.9,71.jpg,96.38,40.82,50.06,28.74,,,167.3,157.94,178.25,166.66,175.91,0.0,6.47,55.27,123.07,65.01
strike_7,front,strike_7.9,71.jpg,109.65,103.8,28.16,29.74,,,175.66,167.74,167.41,150.81,177.27,-15.82,4.52,2.26,71.48,54.62
strike_7,front,strike_7.9,72.jpg,90.0,35.19,46.97,37.32,,,170.09,157.59,174.79,165.9,176.12,3.22,9.67,63.51,128.98,64.81
strike_7,front,strike_7.9,72.jpg,175.91,107.98,3.69,38.81,,,168.44,174.02,153.43,155.13,177.27,-17.21,6.88,95.48,73.45,58.81
strike_7,front,strike_7.9,73.jpg,90.0,31.83,49.99,35.42,,,163.54,159.49,173.66,163.3,177.09,3.21,9.63,67.03,122.16,65.48
strike_7,front,strike_7.9,73.jpg,178.21,101.09,9.92,37.27,,,146.27,160.61,103.22,127.53,179.12,-17.69,2.21,97.53,71.32,50.53
strike_7,front,strike_7.9,74.jpg,90.0,31.83,46.91,35.42,,,167.17,159.49,177.64,163.3,177.14,3.2,9.6,68.96,128.06,65.3
strike_7,front,strike_7.9,74.jpg,175.39,102.65,12.92,33.69,,,154.91,171.57,107.63,137.88,176.58,-20.32,5.08,101.45,71.83,50.96
strike_7,front,strike_7.9,75.jpg,90.0,36.59,52.69,35.42,,,166.45,159.49,179.58,163.3,177.09,6.43,9.65,79.58,129.31,73.35
strike_7,front,strike_7.9,75.jpg,170.73,91.26,14.21,39.52,,,176.71,171.76,163.26,145.05,-179.17,-19.18,4.26,108.89,73.47,47.88
strike_7,front,strike_7.9,76.jpg,95.96,31.83,55.95,35.42,,,166.45,156.9,178.42,158.11,177.09,6.43,9.65,75.3,129.3,65.6
strike_7,front,strike_7.9,76.jpg,177.95,96.17,23.98,34.53,,,175.13,175.48,,,177.23,-19.72,2.19,110.91,73.47,49.25
strike_7,front,strike_7.9,77.jpg,90.0,31.83,55.95,35.42,,,164.45,156.9,179.09,158.11,177.09,6.42,9.64,81.26,123.57,65.51
strike_7,front,strike_7.9,77.jpg,170.84,94.12,21.16,36.1,,,149.72,155.78,152.06,162.72,178.26,-19.06,2.24,109.37,70.92,48.31
strike_7,front,strike_7.9,78.jpg,99.52,24.7,59.5,35.42,,,166.45,156.9,179.58,158.22,177.09,6.36,12.73,74.49,128.7,58.67
strike_7,front,strike_7.9,78.jpg,166.87,101.81,14.75,37.65,,,,165.21,,,179.29,-16.03,6.41,110.9,76.38,51.65
strike_7,front,strike_7.9,79.jpg,102.09,39.9,65.41,33.83,,,166.45,155.18,179.58,158.22,176.19,6.36,12.71,84.8,129.63,71.06
strike_7,front,strike_7.9,79.jpg,161.97,91.88,15.88,36.87,,,165.1,172.87,160.48,167.84,176.31,-13.79,4.24,111.05,75.18,50.42
strike_7,front,strike_7.9,80.jpg,95.77,39.9,61.72,33.83,,,166.45,155.18,175.87,158.22,176.19,6.35,12.7,84.7,129.48,70.97
strike_7,front,strike_7.9,80.jpg,174.9,95.9,20.07,34.51,,,162.0,180.0,164.64,171.03,178.32,-15.59,4.16,108.81,76.89,50.22
strike_7,front,strike_7.9,81.jpg,96.19,37.88,59.5,37.5,,,163.54,155.96,178.67,157.39,177.09,6.41,9.62,81.08,123.3,65.37
strike_7,front,strike_7.9,81.jpg,159.71,92.65,16.13,31.31,,,164.62,174.46,156.25,144.85,175.1,-16.78,2.96,89.37,61.22,49.51
strike_7,front,strike_7.9,82.jpg,98.4,37.88,61.72,37.5,,,166.45,155.96,175.87,157.39,177.09,6.39,9.59,80.86,129.29,65.19
strike_7,front,strike_7.9,82.jpg,175.43,94.23,18.43,33.11,,,174.94,177.27,,,174.29,-16.38,5.46,110.08,74.26,50.71
strike_7,front,strike_7.9,83.jpg,98.4,39.96,61.72,35.3,,,166.45,156.08,179.58,157.39,177.14,6.4,9.6,80.93,129.39,71.53
strike_7,front,strike_7.9,83.jpg,176.22,92.77,14.17,31.65,,,173.03,178.78,,,174.29,-16.05,5.35,102.42,73.66,50.35
strike_7,front,strike_7.9,84.jpg,92.34,39.9,58.28,31.99,,,166.45,156.08,179.58,157.39,177.14,-0.0,9.62,81.09,129.66,71.68
strike_7,front,strike_7.9,84.jpg,180.0,95.25,9.04,31.26,,,169.5,167.54,,,173.66,-15.16,4.21,96.03,74.12,51.31
strike_7,front,strike_7.9,85.jpg,93.26,37.87,55.95,37.5,,,166.45,155.96,177.09,157.39,177.09,0.0,9.6,80.95,129.43,65.27
strike_7,front,strike_7.9,85.jpg,,96.46,2.57,30.53,,,172.51,166.78,,,174.92,-17.51,3.33,,,49.96
strike_7,front,strike_7.9,86.jpg,93.26,45.71,55.95,34.07,,,166.45,155.96,175.87,157.39,177.09,0.0,9.65,85.82,130.09,73.34
strike_7,front,strike_7.9,86.jpg,,92.77,3.85,31.94,,,171.41,164.62,,,175.65,-15.7,2.62,,,49.24
strike_7,front,strike_7.9,87.jpg,93.26,33.18,55.95,34.07,,,167.23,155.96,177.64,157.39,177.09,0.0,16.1,79.67,130.26,67.24
strike_7,front,strike_7.9,87.jpg,,92.77,34.84,31.72,,,178.74,169.53,,,175.29,-15.72,3.49,,,49.32
strike_7,front,strike_7.9,88.jpg,93.26,37.94,53.97,34.07,,,161.57,155.96,177.51,157.39,178.06,0.0,16.09,81.42,130.17,65.64
strike_7,front,strike_7.9,88.jpg,,92.26,33.62,31.18,,,179.57,156.46,,,174.86,-14.33,6.74,,,50.71
strike_7,front,strike_7.9,89.jpg,96.82,37.94,59.5,34.07,,,167.23,155.96,173.71,159.78,177.09,-0.0,9.62,87.24,130.82,65.41
strike_7,front,strike_7.9,89.jpg,,95.25,31.95,31.26,,,178.85,157.17,,,174.98,-15.62,4.93,,,50.1
strike_7,front,strike_7.9,90.jpg,90.0,43.26,55.88,31.99,,,167.17,156.08,175.09,159.78,177.18,0.0,9.6,87.04,123.09,70.68
strike_7,front,strike_7.9,90.jpg,151.61,93.95,15.93,30.9,,,178.25,160.31,,,175.87,-17.06,3.59,52.45,72.72,50.02
strike_7,front,strike_7.9,91.jpg,90.0,39.9,55.88,31.99,,,166.38,156.08,179.58,159.78,177.18,0.0,9.62,85.55,123.34,71.69
strike_7,front,strike_7.9,91.jpg,137.94,91.22,18.71,29.63,,,177.47,154.77,,,178.0,-15.33,5.11,43.36,64.39,48.77
strike_7,front,strike_7.9,92.jpg,93.56,37.94,57.53,34.07,,,161.57,155.96,177.51,159.78,178.06,0.0,9.63,85.67,124.68,65.49
strike_7,front,strike_7.9,92.jpg,140.73,88.99,17.47,29.96,,,177.84,164.08,,,176.19,-15.71,3.31,44.49,67.14,48.85
strike_7,front,strike_7.9,93.jpg,93.56,37.94,57.53,34.07,,,161.57,155.96,177.51,159.78,178.06,0.0,9.64,85.76,124.8,65.55
strike_7,front,strike_7.9,93.jpg,116.27,90.95,6.2,33.69,,,172.26,171.63,,,178.71,-14.85,3.3,43.17,65.01,50.25
strike_7,front,strike_7.9,94.jpg,93.56,37.94,57.53,34.07,,,161.57,155.96,177.51,159.78,178.06,0.0,9.65,85.85,124.94,65.62
strike_7,front,strike_7.9,94.jpg,130.43,90.0,13.23,31.89,,,,,,,175.19,-15.35,3.23,42.28,64.12,50.1
strike_7,front,strike_7.9,95.jpg,93.56,37.94,57.53,34.07,,,161.57,155.96,177.51,157.39,178.06,0.0,9.65,85.82,124.89,65.6
strike_7,front,strike_7.9,95.jpg,138.54,96.46,15.45,33.02,,,171.07,150.95,,,178.11,-12.93,3.23,40.01,64.64,48.42
strike_7,front,strike_7.9,96.jpg,90.0,45.71,53.97,34.07,,,161.57,155.96,177.51,159.78,178.09,-0.0,9.63,90.75,123.43,73.16
strike_7,front,strike_7.9,96.jpg,132.84,85.54,16.17,31.89,,,,,,,176.96,-15.24,3.21,41.99,65.15,49.52
strike_7,front,strike_7.9,97.jpg,96.19,30.74,57.53,31.99,,,161.57,156.08,177.51,159.78,178.12,0.0,9.59,79.12,123.04,65.23
strike_7,front,strike_7.9,97.jpg,,89.02,33.91,29.1,,,178.73,,,,176.1,-17.88,1.63,,,48.03
strike_7,front,strike_7.9,98.jpg,96.19,35.13,57.53,31.99,,,161.57,156.08,177.51,159.78,178.12,-0.0,9.6,80.95,123.09,64.31
strike_7,front,strike_7.9,98.jpg,,90.0,31.39,28.42,,,,,,,175.5,-16.35,0.82,,,47.67
strike_7,front,strike_7.9,99.jpg,90.0,39.9,53.97,31.99,,,161.57,156.08,177.51,159.78,178.12,-0.0,9.6,85.38,123.09,71.55
strike_7,front,strike_7.9,99.jpg,,87.01,,28.31,,,174.43,177.86,,,176.47,-17.02,1.62,,,46.42
strike_7,front,strike_7.9,100.jpg,90.0,37.94,53.97,34.07,,,161.57,155.96,177.51,159.78,178.09,0.0,9.62,85.52,123.3,65.37
strike_7,front,strike_7.9,100.jpg,,90.86,,30.18,,,,,,,175.96,-17.32,2.17,,,48.52
strike_7,front,strike_7.9,101.jpg,90.0,39.9,53.97,31.99,,,161.57,156.08,177.51,159.78,178.12,0.0,9.61,85.48,123.24,71.63
strike_7,front,strike_7.9,101.jpg,,90.36,,30.16,,,178.29,,,,175.24,-18.74,0.75,6.0,70.21,48.27
strike_7,front,strike_7.9,102.jpg,96.19,30.74,57.53,31.99,,,162.47,156.08,179.58,159.78,178.12,-0.0,9.59,79.1,123.01,65.22
strike_7,front,strike_7.9,102.jpg,170.03,86.93,6.53,33.66,,,179.2,170.41,,,176.35,-19.15,3.06,84.99,63.11,46.67
strike_7,front,strike_7.9,103.jpg,96.19,30.74,57.53,31.99,,,161.57,156.08,177.51,159.78,178.12,0.0,9.59,79.1,123.01,65.22
strike_7,front,strike_7.9,103.jpg,172.37,90.95,11.25,34.91,,,177.6,170.93,,,177.48,-18.36,3.06,93.78,67.33,46.61
strike_7,front,strike_7.9,104.jpg,96.19,35.13,57.53,31.99,,,162.47,156.08,179.58,159.78,178.12,0.0,9.61,81.04,123.23,64.38
